DateTime,사용자,세션,신규방문자,페이지뷰
2018-09-15 03:00:00,8,9,2,40
2018-09-15 04:00:00,3,2,0,27
2018-09-15 05:00:00,3,3,0,11
2018-09-15 06:00:00,1,2,0,2
2018-09-15 07:00:00,3,3,0,8
2018-09-15 08:00:00,5,5,0,12
2018-09-15 09:00:00,3,3,0,52
2018-09-15 10:00:00,5,6,1,47
2018-09-15 11:00:00,15,14,6,93
2018-09-15 12:00:00,12,12,3,94
2018-09-15 13:00:00,6,6,2,18
2018-09-15 14:00:00,9,9,0,37
2018-09-15 15:00:00,12,11,2,80
2018-09-15 16:00:00,14,13,3,184
2018-09-15 17:00:00,15,13,2,145
2018-09-15 18:00:00,8,7,0,27
2018-09-15 19:00:00,7,6,2,36
2018-09-15 20:00:00,10,9,0,30
2018-09-15 21:00:00,8,7,4,80
2018-09-15 22:00:00,9,8,2,20
2018-09-15 23:00:00,13,13,1,70
2018-09-16 00:00:00,11,11,1,177
2018-09-16 01:00:00,10,9,1,286
2018-09-16 02:00:00,13,12,3,86
2018-09-16 03:00:00,12,10,2,34
2018-09-16 04:00:00,7,7,0,117
2018-09-16 05:00:00,1,1,0,5
2018-09-16 06:00:00,2,2,1,19
2018-09-16 07:00:00,2,2,1,3
2018-09-16 08:00:00,5,5,1,9
2018-09-16 09:00:00,4,4,1,19
2018-09-16 10:00:00,3,2,0,12
2018-09-16 11:00:00,9,10,1,29
2018-09-16 12:00:00,9,9,2,30
2018-09-16 13:00:00,8,8,1,27
2018-09-16 14:00:00,11,9,1,63
2018-09-16 15:00:00,17,17,4,87
2018-09-16 16:00:00,10,9,1,54
2018-09-16 17:00:00,6,6,3,58
2018-09-16 18:00:00,5,5,0,12
2018-09-16 19:00:00,11,11,1,40
2018-09-16 20:00:00,8,9,0,61
2018-09-16 21:00:00,12,13,1,66
2018-09-16 22:00:00,8,8,1,38
2018-09-16 23:00:00,18,17,3,140
2018-09-17 00:00:00,12,12,1,192
2018-09-17 01:00:00,9,8,1,64
2018-09-17 02:00:00,9,7,1,68
2018-09-17 03:00:00,6,8,0,15
2018-09-17 04:00:00,4,3,0,27
2018-09-17 05:00:00,8,8,2,51
2018-09-17 06:00:00,3,2,1,5
2018-09-17 07:00:00,7,7,3,18
2018-09-17 08:00:00,15,13,2,86
2018-09-17 09:00:00,8,7,0,27
2018-09-17 10:00:00,13,13,6,76
2018-09-17 11:00:00,16,14,1,136
2018-09-17 12:00:00,16,13,4,152
2018-09-17 13:00:00,26,25,10,172
2018-09-17 14:00:00,18,16,4,300
2018-09-17 15:00:00,26,27,8,373
2018-09-17 16:00:00,22,21,3,313
2018-09-17 17:00:00,17,13,3,280
2018-09-17 18:00:00,19,13,5,127
2018-09-17 19:00:00,15,13,4,84
2018-09-17 20:00:00,19,18,6,243
2018-09-17 21:00:00,12,12,2,48
2018-09-17 22:00:00,13,12,1,131
2018-09-17 23:00:00,18,17,1,100
2018-09-18 00:00:00,14,16,1,202
2018-09-18 01:00:00,10,9,0,52
2018-09-18 02:00:00,12,10,3,53
2018-09-18 03:00:00,6,5,2,74
2018-09-18 04:00:00,6,5,0,86
2018-09-18 05:00:00,5,3,1,86
2018-09-18 06:00:00,2,2,0,13
2018-09-18 07:00:00,7,6,2,24
2018-09-18 08:00:00,9,9,1,77
2018-09-18 09:00:00,19,17,6,180
2018-09-18 10:00:00,25,25,6,237
2018-09-18 11:00:00,16,16,7,146
2018-09-18 12:00:00,22,18,3,153
2018-09-18 13:00:00,28,26,6,360
2018-09-18 14:00:00,16,14,3,152
2018-09-18 15:00:00,16,16,3,90
2018-09-18 16:00:00,15,14,4,92
2018-09-18 17:00:00,18,17,6,77
2018-09-18 18:00:00,15,15,6,78
2018-09-18 19:00:00,8,8,3,34
2018-09-18 20:00:00,17,17,4,107
2018-09-18 21:00:00,12,11,2,99
2018-09-18 22:00:00,17,17,2,51
2018-09-18 23:00:00,18,17,1,144
2018-09-19 00:00:00,13,13,0,100
2018-09-19 01:00:00,8,5,2,75
2018-09-19 02:00:00,5,5,1,52
2018-09-19 03:00:00,2,2,0,35
2018-09-19 04:00:00,2,2,0,27
2018-09-19 05:00:00,0,0,0,0
2018-09-19 06:00:00,2,2,0,5
2018-09-19 07:00:00,2,1,1,7
2018-09-19 08:00:00,8,8,3,43
2018-09-19 09:00:00,15,13,2,137
2018-09-19 10:00:00,12,11,2,78
2018-09-19 11:00:00,14,12,1,105
2018-09-19 12:00:00,13,12,2,38
2018-09-19 13:00:00,17,18,2,95
2018-09-19 14:00:00,16,12,3,54
2018-09-19 15:00:00,12,11,2,22
2018-09-19 16:00:00,19,18,4,132
2018-09-19 17:00:00,23,20,3,191
2018-09-19 18:00:00,8,7,2,34
2018-09-19 19:00:00,9,9,1,32
2018-09-19 20:00:00,12,11,2,179
2018-09-19 21:00:00,11,10,2,42
2018-09-19 22:00:00,5,5,1,20
2018-09-19 23:00:00,13,13,1,89
2018-09-20 00:00:00,13,14,1,142
2018-09-20 01:00:00,9,10,4,65
2018-09-20 02:00:00,5,3,0,69
2018-09-20 03:00:00,3,3,0,27
2018-09-20 04:00:00,8,7,0,43
2018-09-20 05:00:00,2,1,0,6
2018-09-20 06:00:00,2,2,0,9
2018-09-20 07:00:00,5,6,1,29
2018-09-20 08:00:00,11,8,1,30
2018-09-20 09:00:00,6,6,1,59
2018-09-20 10:00:00,50,50,38,160
2018-09-20 11:00:00,18,18,5,65
2018-09-20 12:00:00,13,12,3,72
2018-09-20 13:00:00,14,14,5,41
2018-09-20 14:00:00,11,9,0,37
2018-09-20 15:00:00,19,18,10,127
2018-09-20 16:00:00,11,10,2,73
2018-09-20 17:00:00,10,10,2,56
2018-09-20 18:00:00,16,17,5,35
2018-09-20 19:00:00,13,13,1,63
2018-09-20 20:00:00,15,14,3,82
2018-09-20 21:00:00,10,10,2,44
2018-09-20 22:00:00,14,14,3,60
2018-09-20 23:00:00,14,14,1,101
2018-09-21 00:00:00,13,13,1,130
2018-09-21 01:00:00,8,7,3,34
2018-09-21 02:00:00,3,3,1,21
2018-09-21 03:00:00,1,1,0,37
2018-09-21 04:00:00,3,3,1,25
2018-09-21 05:00:00,1,1,0,15
2018-09-21 06:00:00,1,1,0,2
2018-09-21 07:00:00,3,2,0,4
2018-09-21 08:00:00,6,6,1,20
2018-09-21 09:00:00,9,8,3,87
2018-09-21 10:00:00,9,9,1,43
2018-09-21 11:00:00,9,9,5,62
2018-09-21 12:00:00,12,12,2,66
2018-09-21 13:00:00,7,7,1,39
2018-09-21 14:00:00,12,13,5,125
2018-09-21 15:00:00,23,21,6,242
2018-09-21 16:00:00,14,10,4,113
2018-09-21 17:00:00,14,13,5,93
2018-09-21 18:00:00,9,9,2,87
2018-09-21 19:00:00,14,14,6,35
2018-09-21 20:00:00,8,8,2,38
2018-09-21 21:00:00,10,9,0,78
2018-09-21 22:00:00,7,6,2,37
2018-09-21 23:00:00,12,12,0,94
2018-09-22 00:00:00,12,13,1,261
2018-09-22 01:00:00,6,5,2,59
2018-09-22 02:00:00,8,7,0,51
2018-09-22 03:00:00,5,4,1,44
2018-09-22 04:00:00,2,2,0,3
2018-09-22 05:00:00,0,0,0,0
2018-09-22 06:00:00,4,4,0,4
2018-09-22 07:00:00,1,1,0,2
2018-09-22 08:00:00,3,3,1,17
2018-09-22 09:00:00,3,3,1,7
2018-09-22 10:00:00,5,4,1,10
2018-09-22 11:00:00,7,6,4,33
2018-09-22 12:00:00,18,18,10,49
2018-09-22 13:00:00,6,6,3,7
2018-09-22 14:00:00,4,4,0,15
2018-09-22 15:00:00,8,8,1,24
2018-09-22 16:00:00,6,6,0,30
2018-09-22 17:00:00,19,18,11,59
2018-09-22 18:00:00,10,8,1,24
2018-09-22 19:00:00,36,36,25,104
2018-09-22 20:00:00,11,9,1,77
2018-09-22 21:00:00,8,9,1,25
2018-09-22 22:00:00,5,4,0,13
2018-09-22 23:00:00,7,6,1,37
2018-09-23 00:00:00,9,9,4,37
2018-09-23 01:00:00,17,17,6,140
2018-09-23 02:00:00,9,9,3,131
2018-09-23 03:00:00,7,6,3,39
2018-09-23 04:00:00,2,1,0,39
2018-09-23 05:00:00,2,2,1,6
2018-09-23 06:00:00,2,2,1,5
2018-09-23 07:00:00,1,1,0,1
2018-09-23 08:00:00,0,0,0,0
2018-09-23 09:00:00,2,2,1,5
2018-09-23 10:00:00,4,4,0,6
2018-09-23 11:00:00,8,8,3,11
2018-09-23 12:00:00,8,8,2,16
2018-09-23 13:00:00,8,7,0,21
2018-09-23 14:00:00,12,11,3,74
2018-09-23 15:00:00,11,12,0,137
2018-09-23 16:00:00,8,7,1,44
2018-09-23 17:00:00,7,7,0,78
2018-09-23 18:00:00,7,6,2,47
2018-09-23 19:00:00,7,7,1,28
2018-09-23 20:00:00,6,6,2,41
2018-09-23 21:00:00,4,4,1,29
2018-09-23 22:00:00,6,7,1,57
2018-09-23 23:00:00,14,13,1,50
2018-09-24 00:00:00,9,9,1,105
2018-09-24 01:00:00,7,8,1,32
2018-09-24 02:00:00,6,2,0,88
2018-09-24 03:00:00,6,6,3,45
2018-09-24 04:00:00,3,2,1,12
2018-09-24 05:00:00,3,3,0,29
2018-09-24 06:00:00,0,0,0,0
2018-09-24 07:00:00,2,2,0,3
2018-09-24 08:00:00,0,0,0,0
2018-09-24 09:00:00,5,5,1,11
2018-09-24 10:00:00,2,2,0,2
2018-09-24 11:00:00,6,6,2,18
2018-09-24 12:00:00,9,8,3,38
2018-09-24 13:00:00,4,3,0,14
2018-09-24 14:00:00,7,6,2,26
2018-09-24 15:00:00,7,5,0,28
2018-09-24 16:00:00,6,6,1,44
2018-09-24 17:00:00,4,4,0,33
2018-09-24 18:00:00,6,6,0,7
2018-09-24 19:00:00,7,6,0,62
2018-09-24 20:00:00,6,5,1,27
2018-09-24 21:00:00,6,5,1,13
2018-09-24 22:00:00,5,4,1,21
2018-09-24 23:00:00,5,4,1,8
2018-09-25 00:00:00,9,9,1,38
2018-09-25 01:00:00,4,5,1,24
2018-09-25 02:00:00,3,3,0,45
2018-09-25 03:00:00,5,5,1,22
2018-09-25 04:00:00,2,1,0,4
2018-09-25 05:00:00,1,1,0,2
2018-09-25 06:00:00,1,1,0,2
2018-09-25 07:00:00,1,1,0,1
2018-09-25 08:00:00,2,2,0,3
2018-09-25 09:00:00,2,2,0,3
2018-09-25 10:00:00,4,4,2,10
2018-09-25 11:00:00,3,3,1,3
2018-09-25 12:00:00,5,5,0,12
2018-09-25 13:00:00,4,4,0,12
2018-09-25 14:00:00,5,5,0,17
2018-09-25 15:00:00,6,6,0,18
2018-09-25 16:00:00,4,4,0,7
2018-09-25 17:00:00,5,6,1,24
2018-09-25 18:00:00,7,4,1,64
2018-09-25 19:00:00,8,8,1,22
2018-09-25 20:00:00,7,6,1,29
2018-09-25 21:00:00,4,4,2,10
2018-09-25 22:00:00,10,10,2,61
2018-09-25 23:00:00,10,12,1,91
2018-09-26 00:00:00,11,11,1,92
2018-09-26 01:00:00,8,7,0,109
2018-09-26 02:00:00,6,6,1,6
2018-09-26 03:00:00,4,5,0,32
2018-09-26 04:00:00,1,0,0,18
2018-09-26 05:00:00,3,3,1,17
2018-09-26 06:00:00,1,1,0,1
2018-09-26 07:00:00,0,0,0,0
2018-09-26 08:00:00,1,1,1,1
2018-09-26 09:00:00,3,3,0,7
2018-09-26 10:00:00,7,7,0,18
2018-09-26 11:00:00,6,5,0,12
2018-09-26 12:00:00,6,6,0,22
2018-09-26 13:00:00,6,5,0,22
2018-09-26 14:00:00,7,7,1,24
2018-09-26 15:00:00,10,10,2,29
2018-09-26 16:00:00,13,13,4,77
2018-09-26 17:00:00,7,9,2,25
2018-09-26 18:00:00,9,7,1,51
2018-09-26 19:00:00,11,10,2,71
2018-09-26 20:00:00,8,8,1,63
2018-09-26 21:00:00,8,7,1,129
2018-09-26 22:00:00,13,12,2,106
2018-09-26 23:00:00,12,12,2,114
2018-09-27 00:00:00,5,5,0,23
2018-09-27 01:00:00,8,8,3,41
2018-09-27 02:00:00,5,5,0,35
2018-09-27 03:00:00,4,3,1,16
2018-09-27 04:00:00,6,6,2,37
2018-09-27 05:00:00,1,0,0,1
2018-09-27 06:00:00,2,2,0,2
2018-09-27 07:00:00,1,1,0,1
2018-09-27 08:00:00,8,8,3,28
2018-09-27 09:00:00,10,9,2,92
2018-09-27 10:00:00,8,6,0,32
2018-09-27 11:00:00,11,11,3,81
2018-09-27 12:00:00,16,13,3,156
2018-09-27 13:00:00,12,12,4,32
2018-09-27 14:00:00,16,16,5,55
2018-09-27 15:00:00,15,13,5,82
2018-09-27 16:00:00,3,3,0,6
2018-09-27 17:00:00,9,10,5,109
2018-09-27 18:00:00,6,5,1,79
2018-09-27 19:00:00,9,10,3,14
2018-09-27 20:00:00,6,6,1,12
2018-09-27 21:00:00,3,3,1,12
2018-09-27 22:00:00,9,9,0,29
2018-09-27 23:00:00,4,4,1,8
2018-09-28 00:00:00,8,8,1,14
2018-09-28 01:00:00,3,3,0,3
2018-09-28 02:00:00,2,2,1,12
2018-09-28 03:00:00,3,2,1,21
2018-09-28 04:00:00,2,2,0,2
2018-09-28 05:00:00,1,1,1,1
2018-09-28 06:00:00,0,0,0,0
2018-09-28 07:00:00,1,1,1,1
2018-09-28 08:00:00,3,3,1,9
2018-09-28 09:00:00,6,6,2,41
2018-09-28 10:00:00,3,3,1,4
2018-09-28 11:00:00,9,9,2,42
2018-09-28 12:00:00,6,6,3,32
2018-09-28 13:00:00,11,11,4,97
2018-09-28 14:00:00,5,5,2,22
2018-09-28 15:00:00,11,11,2,52
2018-09-28 16:00:00,13,12,2,96
2018-09-28 17:00:00,7,6,2,91
2018-09-28 18:00:00,11,11,3,71
2018-09-28 19:00:00,1,1,0,2
2018-09-28 20:00:00,1,1,1,6
2018-09-28 21:00:00,5,5,0,10
2018-09-28 22:00:00,7,6,3,9
2018-09-28 23:00:00,4,3,0,16
2018-09-29 00:00:00,9,9,1,75
2018-09-29 01:00:00,3,3,0,8
2018-09-29 02:00:00,2,2,0,3
2018-09-29 03:00:00,3,3,0,10
2018-09-29 04:00:00,2,1,0,2
2018-09-29 05:00:00,1,1,0,1
2018-09-29 06:00:00,2,2,0,11
2018-09-29 07:00:00,4,4,1,9
2018-09-29 08:00:00,1,1,1,3
2018-09-29 09:00:00,0,0,0,0
2018-09-29 10:00:00,3,3,0,4
2018-09-29 11:00:00,6,6,4,8
2018-09-29 12:00:00,4,3,0,25
2018-09-29 13:00:00,6,5,3,9
2018-09-29 14:00:00,5,5,2,21
2018-09-29 15:00:00,2,2,0,4
2018-09-29 16:00:00,7,8,3,40
2018-09-29 17:00:00,7,7,2,17
2018-09-29 18:00:00,5,5,1,10
2018-09-29 19:00:00,4,3,2,9
2018-09-29 20:00:00,5,4,1,35
2018-09-29 21:00:00,9,10,3,51
2018-09-29 22:00:00,4,3,0,8
2018-09-29 23:00:00,5,5,1,15
2018-09-30 00:00:00,5,5,2,21
2018-09-30 01:00:00,1,1,0,33
2018-09-30 02:00:00,0,0,0,0
2018-09-30 03:00:00,2,2,0,3
2018-09-30 04:00:00,1,1,0,2
2018-09-30 05:00:00,0,0,0,0
2018-09-30 06:00:00,2,2,2,2
2018-09-30 07:00:00,0,0,0,0
2018-09-30 08:00:00,3,3,2,13
2018-09-30 09:00:00,1,0,0,12
2018-09-30 10:00:00,4,4,1,22
2018-09-30 11:00:00,1,1,0,1
2018-09-30 12:00:00,5,5,1,20
2018-09-30 13:00:00,7,6,0,33
2018-09-30 14:00:00,4,5,1,27
2018-09-30 15:00:00,7,6,0,32
2018-09-30 16:00:00,6,6,2,22
2018-09-30 17:00:00,46,46,42,50
2018-09-30 18:00:00,1,1,1,2
2018-09-30 19:00:00,3,3,0,23
2018-09-30 20:00:00,4,3,2,15
2018-09-30 21:00:00,5,5,2,12
2018-09-30 22:00:00,8,8,2,59
2018-09-30 23:00:00,5,4,0,27
2018-10-01 00:00:00,3,3,0,6
2018-10-01 01:00:00,2,2,0,3
2018-10-01 02:00:00,3,3,1,25
2018-10-01 03:00:00,3,2,1,3
2018-10-01 04:00:00,2,2,1,2
2018-10-01 05:00:00,0,0,0,0
2018-10-01 06:00:00,0,0,0,0
2018-10-01 07:00:00,0,0,0,0
2018-10-01 08:00:00,1,1,1,2
2018-10-01 09:00:00,6,6,0,28
2018-10-01 10:00:00,10,10,2,83
2018-10-01 11:00:00,3,2,1,16
2018-10-01 12:00:00,7,7,2,19
2018-10-01 13:00:00,6,6,4,52
2018-10-01 14:00:00,9,8,5,32
2018-10-01 15:00:00,9,10,1,24
2018-10-01 16:00:00,11,11,3,19
2018-10-01 17:00:00,11,11,4,28
2018-10-01 18:00:00,4,4,1,7
2018-10-01 19:00:00,8,8,2,21
2018-10-01 20:00:00,1,1,1,1
2018-10-01 21:00:00,6,7,2,17
2018-10-01 22:00:00,3,3,2,18
2018-10-01 23:00:00,3,3,1,3
2018-10-02 00:00:00,5,5,3,49
2018-10-02 01:00:00,3,2,0,6
2018-10-02 02:00:00,6,6,1,30
2018-10-02 03:00:00,3,2,1,40
2018-10-02 04:00:00,1,1,0,4
2018-10-02 05:00:00,1,1,0,9
2018-10-02 06:00:00,2,2,1,2
2018-10-02 07:00:00,4,4,1,4
2018-10-02 08:00:00,4,4,1,7
2018-10-02 09:00:00,2,2,1,5
2018-10-02 10:00:00,9,9,2,50
2018-10-02 11:00:00,5,5,0,11
2018-10-02 12:00:00,5,5,2,20
2018-10-02 13:00:00,5,4,1,21
2018-10-02 14:00:00,2,2,1,13
2018-10-02 15:00:00,3,3,0,4
2018-10-02 16:00:00,7,7,2,31
2018-10-02 17:00:00,6,6,1,18
2018-10-02 18:00:00,5,4,0,55
2018-10-02 19:00:00,5,4,1,32
2018-10-02 20:00:00,8,7,3,24
2018-10-02 21:00:00,4,3,2,21
2018-10-02 22:00:00,6,6,3,10
2018-10-02 23:00:00,1,1,0,2
2018-10-03 00:00:00,7,8,3,42
2018-10-03 01:00:00,1,0,0,31
2018-10-03 02:00:00,1,1,0,1
2018-10-03 03:00:00,3,3,0,4
2018-10-03 04:00:00,0,0,0,0
2018-10-03 05:00:00,0,0,0,0
2018-10-03 06:00:00,1,1,0,5
2018-10-03 07:00:00,2,2,0,6
2018-10-03 08:00:00,2,2,1,13
2018-10-03 09:00:00,4,4,3,8
2018-10-03 10:00:00,1,1,0,2
2018-10-03 11:00:00,2,2,1,3
2018-10-03 12:00:00,3,3,1,8
2018-10-03 13:00:00,1,1,0,1
2018-10-03 14:00:00,4,4,0,5
2018-10-03 15:00:00,4,4,1,23
2018-10-03 16:00:00,11,10,6,74
2018-10-03 17:00:00,6,6,1,8
2018-10-03 18:00:00,5,5,2,11
2018-10-03 19:00:00,2,2,0,5
2018-10-03 20:00:00,7,7,2,35
2018-10-03 21:00:00,7,5,4,38
2018-10-03 22:00:00,6,6,4,33
2018-10-03 23:00:00,7,7,3,28
2018-10-04 00:00:00,2,2,1,13
2018-10-04 01:00:00,4,4,0,48
2018-10-04 02:00:00,3,3,1,26
2018-10-04 03:00:00,1,1,1,1
2018-10-04 04:00:00,1,1,0,1
2018-10-04 05:00:00,0,0,0,0
2018-10-04 06:00:00,0,0,0,0
2018-10-04 07:00:00,0,0,0,0
2018-10-04 08:00:00,3,3,1,4
2018-10-04 09:00:00,1,1,0,7
2018-10-04 10:00:00,8,8,6,16
2018-10-04 11:00:00,3,1,0,6
2018-10-04 12:00:00,5,5,0,11
2018-10-04 13:00:00,6,6,5,55
2018-10-04 14:00:00,6,4,1,31
2018-10-04 15:00:00,4,4,0,32
2018-10-04 16:00:00,4,3,0,6
2018-10-04 17:00:00,6,6,2,24
2018-10-04 18:00:00,2,1,0,12
2018-10-04 19:00:00,6,7,3,46
2018-10-04 20:00:00,3,2,0,18
2018-10-04 21:00:00,5,5,2,33
2018-10-04 22:00:00,9,9,4,32
2018-10-04 23:00:00,2,2,0,52
2018-10-05 00:00:00,4,4,0,37
2018-10-05 01:00:00,5,5,2,20
2018-10-05 02:00:00,3,3,0,27
2018-10-05 03:00:00,2,1,1,7
2018-10-05 04:00:00,3,3,0,14
2018-10-05 05:00:00,1,1,1,6
2018-10-05 06:00:00,0,0,0,0
2018-10-05 07:00:00,2,2,1,3
2018-10-05 08:00:00,5,5,2,29
2018-10-05 09:00:00,7,6,2,69
2018-10-05 10:00:00,6,6,1,22
2018-10-05 11:00:00,7,7,1,21
2018-10-05 12:00:00,6,5,2,66
2018-10-05 13:00:00,9,9,5,39
2018-10-05 14:00:00,10,9,3,104
2018-10-05 15:00:00,10,10,4,42
2018-10-05 16:00:00,6,6,3,105
2018-10-05 17:00:00,5,4,1,19
2018-10-05 18:00:00,7,6,2,43
2018-10-05 19:00:00,9,8,1,54
2018-10-05 20:00:00,2,2,1,2
2018-10-05 21:00:00,7,8,3,86
2018-10-05 22:00:00,4,4,2,17
2018-10-05 23:00:00,3,3,0,7
2018-10-06 00:00:00,3,3,1,26
2018-10-06 01:00:00,4,4,2,14
2018-10-06 02:00:00,7,6,3,24
2018-10-06 03:00:00,2,1,0,35
2018-10-06 04:00:00,4,5,2,10
2018-10-06 05:00:00,1,1,0,1
2018-10-06 06:00:00,0,0,0,0
2018-10-06 07:00:00,0,0,0,0
2018-10-06 08:00:00,0,0,0,0
2018-10-06 09:00:00,1,1,1,1
2018-10-06 10:00:00,0,0,0,0
2018-10-06 11:00:00,4,4,1,16
2018-10-06 12:00:00,4,4,0,5
2018-10-06 13:00:00,3,3,0,6
2018-10-06 14:00:00,2,2,1,3
2018-10-06 15:00:00,1,1,0,2
